#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
827,Saku Saku: Love Blooms with the Cherry Blossoms,"Oct 2, 2017",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),PALETTE,Sekai Project,Visual Novel
854,1bitHeart,"Aug 28, 2017",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),△○□× (Miwashiba),PLAYISM,Visual Novel
857,Hakuoki: Kyoto Winds,"Aug 24, 2017",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Idea Factory, Design Factory",Idea Factory International,Visual Novel
866,Shuyan Saga,"Aug 8, 2017",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Lofty Sky Entertainment Inc.,"Lofty Sky Entertainment Inc., ESDigital Games",Visual Novel
878,The Letter - Horror Visual Novel,"Jul 24, 2017",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Yangyang Mobile,Yangyang Mobile,Visual Novel
907,The Agony,"Jun 14, 2017",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),KishMish Games,KishMish Games,Visual Novel
909,Superdimension Neptune VS Sega Hard Girls,"Jun 12, 2017",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,Visual Novel
931,Neighboring Islands,"Apr 30, 2017",$0.89,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Angry games,ЛД: Новости визуальных новелл,Visual Novel
932,Gold Rush! 2,"Apr 28, 2017",$7.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Sunlight Games,Sunlight Games,Visual Novel
940,NEKO-NIN exHeart,"Apr 21, 2017",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Whirlpool,Sekai Project,Visual Novel
952,Getaway Island,"Apr 9, 2017",$3.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Schoolfield Games, LLC","Schoolfield Games, LLC",Visual Novel
955,Sweet fantasy,"Apr 3, 2017",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Salamandra88,7DOTS,Visual Novel
960,Majotori,"Mar 28, 2017",$5.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Majorariatto,Majorariatto,Visual Novel
966,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,"Mar 17, 2017",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Arc System Works, TOYBOX Inc.",PQube,Visual Novel
979,Sakura Magical Girls,"Feb 23, 2017",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winged Cloud,Winged Cloud,Visual Novel
996,Sakura Agent,"Jan 27, 2017",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winged Cloud,Winged Cloud,Visual Novel
1015,Pretty Girls Panic!,"Dec 20, 2016",$1.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Zoo Corporation,Zoo Corporation,Visual Novel
1022,Tayutama 2-you're the only one-,"Dec 9, 2016",$34.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Lump of Sugar, HIKARI FIELD",HIKARI FIELD,Visual Novel
1025,Japanese School Life,"Nov 22, 2016",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),code:jp,Sekai Project,Visual Novel
1033,The Herbalist,"Nov 15, 2016",$5.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Moonworks,Moonworks,Visual Novel
1038,One Night Stand,"Nov 7, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Kinmoku,Kinmoku,Visual Novel
1039,Trillion: God of Destruction,"Nov 7, 2016",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"IDEA FACTORY, COMPILE HEART, PREAPP PARTNERS",Idea Factory International,Visual Novel
1044,Heart and Seoul,"Nov 1, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Sapphire Dragon Productions,Sapphire Dragon Productions,Visual Novel
1046,Lost in Secular Love,"Oct 28, 2016",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),YETU GAME,YETU GAME,Visual Novel
1051,Sakura Nova,"Oct 20, 2016",$4.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winged Cloud,Winged Cloud,Visual Novel
1060,Hello Charlotte EP2: Requiem Aeternam Deo,"Oct 8, 2016",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),etherane,etherane,Visual Novel
1088,Conception II: Children of the Seven Stars,"Aug 15, 2016",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Visual Novel
1101,Shard Games,"Jul 29, 2016",$7.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Novation Games,Novation Games,Visual Novel
1153,The Deed: Dynasty,"May 10, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Pilgrim Adventures,"GrabTheGames, WhisperGames",Visual Novel
1156,Midvinter,"May 5, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Talecore Studios,"Talecore Studios, Valiant Game Studio",Visual Novel
1179,"Forgotten, Not Lost - A Kinetic Novel","Apr 2, 2016",$1.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Afterthought Studios,Afterthought Studios,Visual Novel
1188,Hustle Cat,"Mar 16, 2016",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Date Nighto,Date Nighto,Visual Novel
1190,Season of 12 Colors,"Mar 14, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),橘子班,NVLMaker,Visual Novel
1207,'n Verlore Verstand,"Feb 1, 2016",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Skobbejak Games, Skermunkel","Skermunkel, Skobbejak Games",Visual Novel
1210,Aozora Meikyuu,"Jan 27, 2016",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Yume Creations,Yume Creations,Visual Novel
1215,A Wild Catgirl Appears!,"Jan 5, 2016",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),NewWestGames,NewWestGames,Visual Novel
1232,Higurashi When They Cry Hou - Ch.2 Watanagashi,"Nov 13, 2015",$7.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),07th Expansion,MangaGamer,Visual Novel
1234,Swordbreaker The Game,"Nov 6, 2015",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),DuCats Games Studio,DuCats Games Studio,Visual Novel
1235,Sakura Beach 2,"Nov 6, 2015",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winged Cloud,Winged Cloud,Visual Novel
1239,Sound of Drop - fall into poison -,"Oct 30, 2015",$12.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),aiueoKompany,Sekai Project,Visual Novel
1244,Mugen Souls,"Oct 22, 2015",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Idea Factory,Ghostlight LTD,Visual Novel
1256,fault - milestone two side:above,"Sep 8, 2015",$14.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),ALICE IN DISSONANCE,ALICE IN DISSONANCE,Visual Novel
1257,Wild Island Quest,"Sep 4, 2015",$2.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),NLB project,NLB project,Visual Novel
1273,Ame no Marginal -Rain Marginal-,"Dec 30, 2014",$12.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),stage-nana,Sekai Project,Visual Novel
1282,The Fruit of Grisaia,"May 29, 2015",$39.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Frontwing,Frontwing USA,Visual Novel
1289,The Reject Demon: Toko Chapter 0 — Prelude,"May 9, 2015",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Lupiesoft,Lupiesoft,Visual Novel
1293,Sunrider Academy,"Apr 15, 2015",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Love in Space,Sekai Project,Visual Novel
1301,1931: Scheherazade at the Library of Pergamum,"Mar 26, 2015",$1.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Black Chicken Studios, inc.","Black Chicken Studios, inc.",Visual Novel
1318,Sword of Asumi,"Jan 8, 2015",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Dharker Studios,Dharker Studios,Visual Novel
1328,Leviathan: The Last Day of the Decade,"Nov 11, 2014",$4.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Lostwood,Lostwood,Visual Novel
1330,QP Shooting - Dangerous!!,"Nov 14, 2014",$3.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Orange_Juice,Fruitbat Factory,Visual Novel
1336,Dandelion - Wishes brought to you -,"Aug 27, 2012",$29.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),"Sujin Ri, Marcos Arroyo, Seona Lee, Somi Lee, Sohyeon Jeon",Cheritz,Visual Novel
1343,Shan Gui (山桂),"Aug 19, 2014",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Magenta Factory,Ju Cai,Visual Novel
1352,WORLD END ECONOMiCA episode.01,"May 5, 2014",$12.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Spicy Tails,Sekai Project,Visual Novel
1361,Agarest: Generations of War Zero,"Apr 17, 2014",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Idea Factory,Ghostlight LTD,Visual Novel
1368,Loren The Amazon Princess,"Jan 15, 2014",$19.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1371,Dracula: Love Kills,"Jun 9, 2011",$0.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Waterlily Games,Frogwares,Visual Novel
1372,Dysfunctional Systems: Learning to Manage Chaos,"Apr 4, 2013",$2.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Dischan Media,Dischan Media,Visual Novel
1373,Hate Plus,"Aug 19, 2013",$9.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Love Conquers All Games,Love Conquers All Games,Visual Novel
1379,Cherry Tree High Comedy Club,"Nov 8, 2012",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),773,Nyu Media,Visual Novel
1381,Magical Diary: Horse Hall,"May 31, 2012",$4.49,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Hanako Games,Hanako Games,Visual Novel
1391,Heileen 1: Sail Away,"Oct 16, 2008",$5.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Winter Wolves,Winter Wolves,Visual Novel
1392,planetarian ~the reverie of a little planet~,"Nov 29, 2004",,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),VisualArts/Key,Sekai Project,Visual Novel
1393,PSweet,"Mar 15, 1999",$7.99,N/A (N/A),"50,000 .. 100,000",0%,00:00 (00:00),Future Proof,Future Proof,Visual Novel
20,Nancy Drew: Danger on Deception Island,"Oct 1, 2003",$6.99,N/A (N/A/81%),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
28,Nancy Drew: Legend of the Crystal Skull,"Oct 1, 2007",$6.99,N/A (N/A/79%),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
29,Arcade Spirits,"Feb 12, 2019",$19.99,N/A (N/A/78%),"20,000 .. 50,000",0%,00:00 (00:00),Fiction Factory Games,PQube,Visual Novel
32,Lydia,"Jun 2, 2017",$3.99,N/A (N/A/78%),"20,000 .. 50,000",0%,00:00 (00:00),Platonic Partnership,"Platonic Partnership, Nakana.io",Visual Novel
33,The Infectious Madness of Doctor Dekker,"May 19, 2017",$8.99,N/A (N/A/78%),"20,000 .. 50,000",0%,00:00 (00:00),D'Avekki Studios Ltd,D'Avekki Studios Ltd,Visual Novel
36,Nancy Drew: Ransom of the Seven Ships,"Jul 21, 2009",,N/A (N/A/78%),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
43,Aviary Attorney,"Dec 21, 2015",$14.99,N/A (N/A/77%),"20,000 .. 50,000",0%,00:00 (00:00),Sketchy Logic,Sketchy Logic,Visual Novel
50,Root Double -Before Crime * After Days- Xtend Edition,"Apr 27, 2016",$34.99,N/A (N/A/75%),"20,000 .. 50,000",0%,00:00 (00:00),"Yeti, Regista",Sekai Project,Visual Novel
59,Purrfect Date - Visual Novel/Dating Simulator,"Dec 15, 2017",$9.99,N/A (N/A/72%),"20,000 .. 50,000",0%,00:00 (00:00),Bae Team,Bossa Studios,Visual Novel
61,Demetrios - The BIG Cynical Adventure,"May 31, 2016",$9.99,N/A (N/A/72%),"20,000 .. 50,000",0%,00:00 (00:00),COWCAT,COWCAT,Visual Novel
65,Corpse Party,"Apr 25, 2016",$14.99,N/A (N/A/71%),"20,000 .. 50,000",0%,00:00 (00:00),GrisGris,"XSEED Games, Marvelous USA, Inc.",Visual Novel
70,Nancy Drew: The Phantom of Venice,"Jul 1, 2008",$6.99,N/A (N/A/69%),"20,000 .. 50,000",0%,00:00 (00:00),HeR Interactive,HeR Interactive,Visual Novel
73,Rainswept,"Feb 1, 2019",$11.99,N/A (N/A/67%),"20,000 .. 50,000",0%,00:00 (00:00),Frostwood Interactive,Frostwood Interactive,Visual Novel
74,Angels with Scaly Wings / 鱗羽の天使,"Jan 31, 2017",$9.99,N/A (N/A/67%),"20,000 .. 50,000",0%,00:00 (00:00),Radical Phi,Radical Phi,Visual Novel
75,Last Word,"May 8, 2015",$9.99,N/A (N/A/67%),"20,000 .. 50,000",0%,00:00 (00:00),Twelve Tiles,KOMODO,Visual Novel
84,The Silver Case,"Oct 6, 2016",$19.99,N/A (N/A/64%),"20,000 .. 50,000",0%,00:00 (00:00),"GRASSHOPPER MANUFACTURE INC., PLAYISM",GRASSHOPPER MANUFACTURE INC.,Visual Novel
86,Wheels of Aurelia,"Sep 20, 2016",$14.99,N/A (N/A/63%),"20,000 .. 50,000",0%,00:00 (00:00),Santa Ragione,Santa Ragione,Visual Novel
92,Journal,"Feb 17, 2014",$9.99,N/A (N/A/59%),"20,000 .. 50,000",0%,00:00 (00:00),Locked Door Puzzle,Lupus Studios Limited,Visual Novel
97,Hatoful Boyfriend: Holiday Star,"Dec 5, 2015",$9.99,N/A (N/A/54%),"20,000 .. 50,000",0%,00:00 (00:00),Mediatonic,Epic Games,Visual Novel
104,Unroaded,"Mar 6, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),stormnebulae,stormnebulae,Visual Novel
106,Moe! Ninja Girls,"Feb 26, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),NTT Solmare,NTT Solmare,Visual Novel
107,STEINS;GATE ELITE,"Feb 19, 2019",$59.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MAGES. Inc.,"Spike Chunsoft Co., Ltd.",Visual Novel
108,STEINS;GATE: Linear Bounded Phenogram,"Feb 19, 2019",$59.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MAGES. Inc.,"Spike Chunsoft Co., Ltd.",Visual Novel
109,某1种青春,"Feb 18, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),绮梦妄想社,绮梦妄想社,Visual Novel
110,【SCP】器関ノ彷徨 -The will of a single Tale- 第１部,"Feb 15, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Stoner Tomohito,GESTALT-§,Visual Novel
114,Dream Enders RPG,"Feb 8, 2019",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),C.A.Withey,C.A.Withey,Visual Novel
126,DoraKone,"Dec 28, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Apple Cider,Apple Cider,Visual Novel
131,Don't Forget Our Esports Dream,"Nov 20, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team Eleven,Team Eleven,Visual Novel
135,Fallstreak,"Oct 19, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Centicerise Productions,Centicerise Productions,Visual Novel
136,Cateau,"Oct 17, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Lemon Curd Games,Lemon Curd Games,Visual Novel
141,雨鸦 - You are my sanctuary,"Sep 25, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),迷糊的安安,"迷糊的安安, Eternal Dream",Visual Novel
147,A.L.A.N.: Rift Breakers,"Sep 5, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),,CasGames,Visual Novel
153,Your Dry Delight,"Aug 17, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Argent Games,Argent Games,Visual Novel
163,The Culling 2,"Jul 10, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Xaviant,Xaviant Games,Visual Novel
164,High School Otome,"Jul 8, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Sonya Fung,CloudNovel LLC,Visual Novel
166,The Waters Above: Prelude,"Jun 27, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Studio Élan,Sekai Project,Visual Novel
169,Dr. Frank's Build a Boyfriend,"May 30, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Heiden,Visual Wordplay,Visual Novel
172,Panzer Hearts - War Visual Novel,"Apr 25, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),HELYEES,HELYEES,Visual Novel
173,AI Escort,"Apr 12, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MagicHouse,Paradise Project,Visual Novel
175,FEAST: Book One «Family Ties»,"Apr 4, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),FairyPeople,FairyPeople,Visual Novel
183,Apartment of Love,"Mar 14, 2018",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Pin-Point,Paradise Project,Visual Novel
184,Patent9 - Goddess of Trust,"Mar 11, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Killer Bees Games,Killer Bees Games,Visual Novel
185,Garden of Oblivion,"Mar 9, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Träumendes Mädchen,Träumendes Mädchen,Visual Novel
187,Shrinking Pains,"Feb 26, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Bedtime Phobias,Bedtime Phobias,Visual Novel
188,The Alpha Device,"Feb 14, 2018",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Xiotex Studios Ltd,Xiotex Studios Ltd,Visual Novel
193,Six Days of Snow,"Dec 29, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ebi-hime,ebi-hime,Visual Novel
202,Don't Make Love,"Oct 26, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Maggese,Maggese,Visual Novel
203,The Witch in the Forest,"Oct 23, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Crystal Game Works,Crystal Game Works,Visual Novel
205,Humanity Must Perish,"Sep 25, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Zetsubou,Zetsubou,Visual Novel
207,Evening Surprise,"Sep 15, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Aleksandr Soldatov, Leonid Kozhushko",Aleksandr Soldatov,Visual Novel
208,XOXO Droplets,"Aug 31, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),GB Patch Games,GB Patch Games,Visual Novel
210,Les Fleursword,"Aug 23, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MagicHouse,Paradise Project,Visual Novel
211,Connected Hearts - Visual novel,"Aug 12, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Eternal Night Studios,"Stw Projects, Ziel Graywords",Visual Novel
214,Visual Novel Engine,"Jul 7, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),qberty,The Local Group,Visual Novel
215,Princess Maker 3: Fairy Tales Come True,"Jun 27, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"CFK Co., Ltd.","CFK Co., Ltd.",Visual Novel
222,Blossoms Bloom Brightest,"Apr 28, 2017",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Reine Works,Reine Works,Visual Novel
231,Wander No More,"Feb 18, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Zetsubou,"Unwonted Studios, Zetsubou",Visual Novel
233,Echoes of the Fey Episode 0: The Immolation,"Feb 7, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Woodsy Studio,Woodsy Studio,Visual Novel
234,Once on a windswept night,"Feb 6, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ebi-hime,ebi-hime,Visual Novel
236,Say Goodbye,"Jan 3, 2017",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),morojenoe's empire,morojenoe's empire,Visual Novel
240,Time Leap Paradise SUPER LIVE!,"Dec 15, 2016",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Frontwing,Frontwing USA,Visual Novel
241,Palinurus,"Dec 9, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Watercress,Watercress,Visual Novel
242,Elsewhere High: Chapter 1 - A Visual Novel,"Nov 10, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Horizon Studio,Horizon Studio,Visual Novel
244,Beneath The Cherry Trees,"Oct 14, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Katsudou Mangaya,Henteko Doujin,Visual Novel
248,Honey Rose: Underdog Fighter Extraordinaire,"Sep 29, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Pehesse,Self,Visual Novel
249,Angels & Demigods - SciFi VR Visual Novel,"Sep 28, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),7 Keys Studios,7 Keys Studios,Visual Novel
258,Runeous: Part One,"May 28, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Novel Tea Games,Lost Fables,Visual Novel
270,Embers of Magic,"Feb 9, 2016",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Ithaqua Labs,Ithaqua Labs,Visual Novel
276,Legacy of Dorn: Herald of Oblivion,"Dec 2, 2015",,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Tin Man Games,Tin Man Games,Visual Novel
281,Who Is Mike - A Visual Novel,"Sep 29, 2015",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Fervent,Afterthought Studios,Visual Novel
286,Freshman Year,"Apr 20, 2015",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Nina Freeman, Laura Knetzger, Stephen Lawrence Clark",,Visual Novel
287,Return NULL - Episode 1,"Apr 2, 2015",Free,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Michael Lückgen,"Digital Tribe, iNDEE SOLO",Visual Novel
305,Zanki Zero: Last Beginning,"Apr 9, 2019",$59.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Visual Novel
306,Love ritual,"Apr 9, 2019",$11.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Xand arts,Xand arts,Visual Novel
309,鬼山 / A Ghost Around Me,"Apr 4, 2019",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),橙光游戏,橙光游戏,Visual Novel
313,Lingua Fleur: Lily,"Mar 29, 2019",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"Narrator, STORIA",Narrator,Visual Novel
314,Trap Shrine,"Mar 29, 2019",$9.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),No Strike,Eroge Japan,Visual Novel
323,寄甡 Symbiotic Love,"Mar 21, 2019",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),白露社,PeriScope Game,Visual Novel
326,TOKYO CHRONOS,"Mar 19, 2019",$29.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),MyDearest Inc.,Sekai Project,Visual Novel
329,Lilycle Rainbow Stage!!!,"Mar 15, 2019",$24.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Particle,MangaGamer,Visual Novel
333,Nothing!,"Mar 14, 2019",$0.89,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),empty studios,azimuth team,Visual Novel
336,National Park Girls,"Mar 14, 2019",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Studio Élan,"Studio Élan, Studio Elan",Visual Novel
341,最后的47小时 - The Last 47 Hours,"Feb 28, 2019",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Lingtan Studio,Lingtan Studio,Visual Novel
351,Heart of the Woods,"Feb 15, 2019",$14.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Studio Élan,"Studio Élan, Studio Elan",Visual Novel
355,Steam Prison,"Feb 14, 2019",$34.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Hunex,MangaGamer,Visual Novel
365,How To Date A Magical Girl!,"Jan 31, 2019",$8.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Cafe Shiba,RIVER CROW STUDIO,Visual Novel
368,9-nine-:Episode 1,"Jan 31, 2019",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),PALETTE,Sekai Project,Visual Novel
371,小林正雪復仇之密室重制版 Cheney Wood The Ultimate Revenge,"Jan 29, 2019",$12.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),"傅真, Yahu",Genuine Studio,Visual Novel
373,枕边少女 MOE Hypnotist - share dreams with you,"Jan 25, 2019",$6.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),橘子班,PeriScope Game,Visual Novel
374,The Pack,"Jan 27, 2019",$1.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),ZAKHARCHENKO SERGEY ALEXANDROVICH,ZAKHARCHENKO SERGEY ALEXANDROVICH,Visual Novel
379,Endless Jade Sea -Midori no Umi-,"Jan 23, 2019",$0.59,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Cabbit,SakuraGame,Visual Novel
393,Big Dipper,"Jan 7, 2019",$4.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Team Zimno,Top Hat Studios Inc,Visual Novel
395,Life In Helsinki,"Jan 2, 2019",$3.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Doubleton Game Studio,Doubleton Game Studio,Visual Novel
404,sweet pool,"Dec 19, 2018",$19.99,N/A (N/A),"20,000 .. 50,000",0%,00:00 (00:00),Nitroplus,JAST USA,Visual Novel
