#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Players,Playtime (Median),Developer(s),Publisher(s),Genre
2413,DISSIDIA FINAL FANTASY NT Free Edition,"Mar 12, 2019",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,Action
2418,Cat Burglar: A Tail of Purrsuit,"Mar 5, 2019",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Gamers for Good,Gamers for Good,Action
2447,Vainglory,"Feb 13, 2019",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Super Evil Megacorp,Super Evil Megacorp,Action
2451,Supraball,"Feb 8, 2019",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Supra Games,Supra Games,Action
2498,FrostRunner,"Jan 1, 2019",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Think Arcade,SMU Guildhall,Action
2545,Professional Fishing,"Nov 30, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),MasterCode,Ultimate Games S.A.,Action
2590,Combat Arms: Reloaded,"Oct 31, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"VALOFE, NEXON",VALOFE,Action
2713,MU Legend,"Aug 6, 2018",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),VALOFE,VALOFE,Action
2873,Friday the 13th: Killer Puzzle,"Apr 12, 2018",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Blue Wizard Digital,Blue Wizard Digital,Action
2888,Wrecked,"Apr 1, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Marco Amadei,Corvostudio di Amadei Marco,Action
2894,BattleRush,"Mar 27, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),TB Games,TB Games,Action
2962,Closers,"Feb 6, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Naddic Games,Naddic Games,Action
2968,Tactical Monsters Rumble Arena,"Jan 31, 2018",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Camex Games,Camex Games,Action
2976,Aimtastic,"Jan 28, 2018",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Victor Möller,Pixel Pointer Studios,Action
3022,Bit Heroes,"Dec 13, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Juppiomenz,Kongregate,Action
3114,SAS: Zombie Assault 4,"Oct 16, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Ninja Kiwi,Ninja Kiwi,Action
3150,NosTale - Anime MMORPG,"Sep 18, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Entwell Co., Ltd.",Gameforge 4D GmbH,Action
3210,Just Cause 3: Multiplayer Mod,"Jul 20, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),nanos GbR,"nanos GbR, Square Enix",Action
3247,Sniper Fury,"Jun 13, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Gameloft,Gameloft,Action
3288,ONRAID,"Apr 18, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Pragmatix Ltd,Pragmatix Ltd,Action
3295,Skyforge,"Apr 13, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Allods Team,Music Guru LLC,Action
3328,Tanki Online,"Mar 2, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Alternativa Game Ltd.,APL Publishing Ltd.,Action
3356,Soda Dungeon,"Feb 6, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"AN Productions, Poxpower",Armor Games Studios,Action
3379,Pixel Worlds: MMO Sandbox,"Jan 21, 2017",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Kukouri Mobile Entertainment,Kukouri Mobile Entertainment,Action
3411,Of Guards And Thieves,"Dec 7, 2016",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Subvert Games, Polygon Moon","Subvert Games, Polygon Moon",Action
3692,Shotgun Farmers,"Mar 8, 2019",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Megastorm Games,Megastorm Games,Action
4066,DESOLATE,"Jan 17, 2019",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Nearga,HypeTrain Digital,Action
4070,Notes of Soul,"Jan 17, 2019",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,Action
4209,ESCAPE FROM VOYNA: Dead Forest,"Dec 20, 2018",$6.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Dead Turtle,Dead Turtle,Action
4219,Miscreated,"Dec 18, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Entrada Interactive LLC,Entrada Interactive LLC,Action
4318,War of Rights,"Dec 3, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Campfire Games,Campfire Games,Action
4522,DOKA 2 KISHKI EDITION,"Nov 5, 2018",$0.49,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Agafonoff,Agafonoff,Action
4927,Door Kickers: Action Squad,"Sep 10, 2018",$13.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"PixelShard, KillHouse Games",KillHouse Games,Action
5085,Burnout Paradise Remastered,"Aug 21, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Stellar Entertainment, Criterion Games",Electronic Arts,Action
5141,Mist Survival,"Aug 15, 2018",$10.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Dimension 32 Entertainment,Dimension 32 Entertainment,Action
5151,TerraTech,"Aug 10, 2018",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Payload Studios,Payload Studios,Action
5187,Fate Seeker,"Aug 7, 2018",$21.09,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),甲山林娛樂股份有限公司,甲山林娛樂股份有限公司,Action
5254,Dude Simulator 2,"Jun 28, 2018",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Kiddy,Kiddy,Action
5296,Mega Man X Legacy Collection,"Jul 24, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"CAPCOM CO., LTD","CAPCOM CO., LTD",Action
5445,Red Faction Guerrilla Re-Mars-tered,"Jul 3, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Volition, KAIKO",Deep Silver,Action
5493,灵魂筹码 Soul at Stake,"Jun 25, 2018",$17.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Chongming Studio,Chongming Studio,Action
5656,Just Shapes & Beats,"May 31, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Berzerk Studio,Berzerk Studio,Action
5738,Space Hulk: Deathwing Enhanced Edition,"May 22, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Streum On Studio,Focus Entertainment,Action
5742,Next Day: Survival,"May 21, 2018",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SOFF Games,Last Level,Action
5899,Juicy Realm,"May 3, 2018",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SpaceCan,XD,Action
5914,A Total War Saga: THRONES OF BRITANNIA,"May 2, 2018",$39.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Action
6139,Changed,"Apr 4, 2018",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),DragonSnow,DragonSnow,Action
6228,Neverwinter Nights: Enhanced Edition,"Mar 27, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Beamdog,Beamdog,Action
6329,SYNTHETIK: Legion Rising,"Mar 15, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Flow Fire Games,"Flow Fire Games, WhisperGames",Action
6342,Devil May Cry HD Collection,"Mar 13, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action
6444,Achievements printer,"Mar 2, 2018",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Easy game,Game for people,Action
6454,Heroes of Hammerwatch,"Mar 1, 2018",$11.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Crackshell,Crackshell,Action
6477,Cyberdimension Neptunia: 4 Goddesses Online,"Feb 27, 2018",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,Action
6480,Puyo PuyoTetris,"Feb 27, 2018",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Sonic Team, Bitbaboon",SEGA,Action
6482,CHRONO TRIGGER,"Feb 27, 2018",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Square Enix,Square Enix,Action
6580,Dungreed,"Feb 14, 2018",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),TEAM HORAY,TEAM HORAY,Action
6600,DYNASTY WARRIORS 9,"Feb 13, 2018",$44.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Action
6940,Survive the Nights,"Dec 21, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),a2z Interactive,a2z Interactive,Action
7059,SpellForce 3 Reforced,"Dec 7, 2017",$7.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Grimlore Games,THQ Nordic,Action
7064,汉匈决战/Han Xiongnu Wars,"Dec 6, 2017",$6.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Shangshixuan,Shangshixuan,Action
7087,Nine Parchments,"Dec 5, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Frozenbyte,Frozenbyte,Action
7249,LEGO Marvel Super Heroes 2,"Nov 14, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"TT Games, Feral Interactive (Mac)","Warner Bros. Interactive, Feral Interactive (Mac)",Action
7293,Superflight,"Nov 8, 2017",$2.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),GrizzlyGames,GrizzlyGames,Action
7464,Overgrowth,"Oct 16, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Wolfire Games,Wolfire Games,Action
7661,DEATH TRAIN - Warning: Unsafe VR Experience,"Sep 21, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Nomad Assembly,Nomad Assembly,Action
7889,BROKE PROTOCOL: Online City RPG,"Aug 26, 2017",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Cylinder Studios,Cylinder Studios,Action
7899,Yet Another Zombie Defense HD,"Aug 25, 2017",$3.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Awesome Games Studio,Awesome Games Studio,Action
8076,VTOL VR,"Aug 3, 2017",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Boundless Dynamics, LLC","Boundless Dynamics, LLC",Action
8127,Call of Duty: Modern Warfare Remastered (2017),"Jul 27, 2017",$39.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Raven Software, Beenox",Activision,Action
8159,Desolate Wastes: Vendor Chronicles,"Jul 21, 2017",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Rotatipyra,New Reality Games,Action
8170,Dark and Light,"Jul 20, 2017",$17.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Snail Games USA,Snail Games USA,Action
8224,Suicide Guy,"Jul 14, 2017",$0.71,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Fabio Ferrara,Chubby Pixel,Action
8234,Dude Simulator,"Jul 13, 2017",$0.69,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Kiddy,Kiddy,Action
8376,Face It - A game to fight inner demons,"Jun 9, 2017",$3.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Tlön Studios, Ilex Games",Gamestorming,Action
8415,Ultimate Epic Battle Simulator,"Apr 12, 2017",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Brilliant Game Studios,Brilliant Game Studios,Action
8473,Caveblazers,"May 24, 2017",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Deadpan Games,Yogscast Games,Action
8498,Cyberhunt,"May 19, 2017",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),NukGames,NukGames,Action
8629,Tomb Joe,"Apr 23, 2017",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Amaterasu Software,Amaterasu Software,Action
8640,Halo Wars: Definitive Edition,"Apr 20, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Ensemble Studios, Behaviour Interactive, 343 Industries",Xbox Game Studios,Action
8675,Crawl,"Apr 11, 2017",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Powerhoof,Powerhoof,Action
8727,Soccer Online: Ball 3D,"Mar 31, 2017",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Unusualsoft,Unusualsoft,Action
8749,Snake Pass,"Mar 28, 2017",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Sumo Digital,Secret Mode,Action
8847,LEGO Worlds,"Mar 7, 2017",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,Action
8856,ULTIMATE MARVEL VS. CAPCOM 3,"Mar 6, 2017",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",Action
8913,Shift Happens,"Feb 22, 2017",$15.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Klonk Games,Daedalic Entertainment,Action
9267,GUILTY GEAR Xrd REV 2,"Dec 14, 2016",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Arc System Works,Arc System Works,Action
9466,Notruf 112 | Emergency Call 112,"Nov 9, 2016",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Crenetic GmbH Studios,Aerosoft GmbH,Action
9481,Intralism,"Nov 4, 2016",$2.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),KHB-Soft,KHB-Soft,Action
9490,City Car Driving,"Nov 3, 2016",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Forward Development, Ltd.","Forward Global Group, Ltd.",Action
9738,Turbo Pug 3D,"Sep 20, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Wulo Games, DEADBIT",Back To Basics Gaming,Action
9766,DEAD RISING,"Sep 12, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Capcom,Capcom,Action
9824,Onward,"Aug 29, 2016",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Downpour Interactive,Downpour Interactive,Action
9955,Batman - The Telltale Series,"Aug 2, 2016",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Telltale,Telltale,Action
9983,$1 Ride,"Jul 28, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),BeHappy Studios,Back To Basics Gaming,Action
10002,Kingdom Rush Frontiers - Tower Defense,"Jul 25, 2016",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Ironhide Game Studio,Ironhide Game Studio,Action
10034,Polarity,"Nov 4, 2014",$12.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Bluebutton Games,Bluebutton Games,Action
10090,RWBY: Grimm Eclipse,"Jul 5, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Rooster Teeth Games,Rooster Teeth Games,Action
10111,LEGO STAR WARS: The Force Awakens,"Jun 27, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",Action
10117,Invasion: Brain Craving,"Jun 22, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),New Reality Games,New Reality Games,Action
10178,JDM Tuner Racing,"Jun 3, 2016",$0.49,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JDM4iK,Conglomerate 5,Action
10189,Head Shot,"Jun 3, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Indie Game Group,Indie Game Group,Action
10192,Dungeon Journey,"Jun 3, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Carbomb Software, Nova Dimension",Nova Dimension,Action
10206,Dead Island: Riptide Definitive Edition,"May 31, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Techland,Deep Silver,Action
10275,FINAL FANTASY X/X-2 HD Remaster,"May 12, 2016",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Square Enix,Square Enix,Action
10383,Hero Quest: Tower Conflict,"Apr 13, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Mihai Morosanu,New Reality Games,Action
10394,Tower Unite,"Apr 8, 2016",$24.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),PixelTail Games,PixelTail Games,Action
10411,Job Simulator,"Apr 5, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Owlchemy Labs,Owlchemy Labs,Action
10436,Lup,"Apr 1, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Leo B,Back To Basics Gaming,Action
10476,SAMOLIOTIK,"Mar 25, 2016",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Volens Nolens Games,Volens Nolens Games,Action
10555,STAR WARS Galactic Battlegrounds Saga,"Nov 9, 2001",$5.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Ensemble Studios,"Disney, Lucasfilm, LucasArts",Action
10580,The Walking Dead: Michonne - A Telltale Miniseries,"Feb 23, 2016",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Telltale Games,Skybound Games,Action
10629,Tales of Symphonia,"Feb 1, 2016",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,Action
10645,Rabi-Ribi,"Jan 28, 2016",$17.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"CreSpirit, GemaYue",CreSpirit,Action
10648,Super Mustache,"Jan 27, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Redro Games,Back To Basics Gaming,Action
10650,AI: Rampage,"Jan 25, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Sekerin Productions,New Reality Games,Action
10683,"Kivi, Toilet and Shotgun","Jan 15, 2016",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),16bit Nights,Back To Basics Gaming,Action
10698,Feed and Grow: Fish,"Jan 8, 2016",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Old B1ood,Greens s.r.o.,Action
10745,Reign Of Kings,"Dec 15, 2015",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Code}{atch,Code}{atch,Action
10769,The Mean Greens - Plastic Warfare,"Dec 8, 2015",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Virtual Basement LLC, Code Headquarters LLC",Virtual Basement LLC,Action
10788,ShipLord,"Dec 2, 2015",$13.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),EGAMER,SA Industry,Action
10812,Vendetta - Curse of Raven's Cry,"Nov 20, 2015",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Reality Pump Studios,"TopWare Interactive, ACE",Action
10894,Rebel Galaxy,"Oct 20, 2015",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Double Damage Games,Double Damage Games,Action
10909,Garfield Kart,"Nov 7, 2013",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Artefacts Studio,Microids,Action
10923,Hyperdrive Massacre,"Oct 12, 2015",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),34BigThings srl,"34BigThings srl, Digital Tribe",Action
10994,Timberman,"Sep 18, 2015",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Digital Melody,Forever Entertainment S. A.,Action
11004,Clergy Splode,"Sep 17, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),PiGravity,Back To Basics Gaming,Action
11022,Destiny Warriors RPG,"Sep 11, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),ninjalex,Senpai Studios,Action
11042,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,"Sep 2, 2015",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),marbenx,marbenx,Action
11061,One Piece Pirate Warriors 3,"Aug 27, 2015",$7.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,Action
11084,Secret Of Magia,"Aug 21, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),,Senpai Studios,Action
11087,Trine 3: The Artifacts of Power,"Aug 20, 2015",$21.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Frozenbyte,Frozenbyte,Action
11112,Airscape - The Fall of Gravity,"Aug 11, 2015",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Cross-Product,Senpai Studios,Action
11138,Stellar 2D,"Jul 30, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),quad games,Back To Basics Gaming,Action
11144,Absolute Drift,"Jul 29, 2015",$11.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Funselektor Labs Inc., FlippFly",Funselektor Labs Inc.,Action
11202,FaceRig,"Jul 7, 2015",,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Holotech Studios,Holotech Studios,Action
11215,CPUCores :: Maximize Your FPS,"Jul 3, 2015",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Smorb Software,Smorb Software,Action
11325,60 Seconds!,"May 25, 2015",$8.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Robot Gentleman,Robot Gentleman,Action
11333,Blockstorm,"May 21, 2015",Free,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),GhostShark,IndieGala,Action
11341,GameGuru Classic,"May 19, 2015",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),TheGameCreators,TheGameCreators,Action
11354,Despair,"May 12, 2015",$0.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),AGC,AGC,Action
11386,Exanima,"Apr 29, 2015",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Bare Mettle Entertainment,Bare Mettle Entertainment,Action
11395,State of Decay: YOSE,"Apr 27, 2015",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Undead Labs,Xbox Game Studios,Action
11433,Escape Machines,"Apr 14, 2015",$1.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Mint Age Studios,Back To Basics Gaming,Action
11445,Primal Carnage: Extinction,"Apr 3, 2015",$12.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Circle Five Studios, Pub Games",Circle Five Publishing,Action
11579,Cat Goes Fishing,"Jan 19, 2015",$6.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Cat5Games,Luden.io,Action
11594,GRAV,"Jan 8, 2015",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"BitMonster, Inc.","BitMonster, Inc.",Action
11657,Bloons TD 5,"Nov 19, 2014",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Ninja Kiwi,Ninja Kiwi,Action
11659,Construction Simulator 2015,"Nov 18, 2014",$3.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),weltenbauer. Software Entwicklung GmbH,astragon Entertainment,Action
11661,Never Alone (Kisima Ingitchuna),"Nov 18, 2014",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Upper One Games, E-Line Media",E-Line Media,Action
11669,Amazing Frog?,"Nov 20, 2014",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Fayju,Fayju,Action
11680,Valkyria Chronicles,"Nov 11, 2014",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),SEGA,SEGA,Action
11681,LEGO Batman 3: Beyond Gotham,"Nov 11, 2014",$4.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),TT Games Ltd,WB Games,Action
11737,Disney•Pixar Cars 2: The Video Game,"Jun 21, 2011",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Avalanche Software,Disney,Action
11801,Ultra Street Fighter IV,"Aug 7, 2014",$29.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Capcom,Capcom,Action
11820,Murder Miners,"Jul 25, 2014",$2.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),JForce Games,JForce Games,Action
11841,COH 2 - The Western Front Armies: US Forces,"Jun 23, 2014",$12.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Action
11843,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,"Jun 25, 2014",$14.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Ubisoft Montpellier,Ubisoft,Action
11858,Magicite,"Jun 9, 2014",$9.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),Sean Young,SmashGames,Action
11883,Killer is Dead - Nightmare Edition,"May 23, 2014",$19.99,N/A (N/A),"500,000 .. 1,000,000",0%,00:00 (00:00),KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,Action
